Employee ID,Date,Leave Type,Weather,Time In,Time Out,Hours Worked,Overtime Hours,Workload
2009,2023-05-26,Unpaid,Cloudy,08:32:00,03:41:00,0.0,1.89,2
2009,2023-06-30,Personal,Rainy,06:08:00,13:55:00,7.78,0.39,10
2009,2023-07-11,Personal,Rainy,23:18:00,12:13:00,0.0,1.86,10
2009,2023-07-25,Vacation,Snowy,03:59:00,11:44:00,7.75,1.22,1
2009,2023-11-12,Sick,Cloudy,07:45:00,23:00:00,15.25,1.77,5
2009,2023-11-18,Unpaid,Snowy,13:46:00,07:55:00,0.0,0.01,6
2009,2023-11-28,Vacation,Rainy,18:10:00,08:26:00,0.0,1.66,4
2009,2023-12-19,Sick,Sunny,09:14:00,17:07:00,7.88,1.88,6
2009,2023-12-29,Vacation,Snowy,20:56:00,07:53:00,0.0,0.09,5
2010,2023-01-01,Personal,Rainy,08:18:00,06:14:00,0.0,1.25,7
2010,2023-03-05,Vacation,Rainy,01:15:00,07:22:00,6.12,0.09,8
2010,2023-03-11,Personal,Snowy,02:39:00,08:14:00,5.59,0.84,1
1992,2023-08-22,Personal,Sunny,14:50:00,11:11:00,0.0,0.2,2
1992,2023-08-25,Sick,Snowy,09:56:00,13:19:00,3.39,1.32,2
1992,2023-09-04,Personal,Cloudy,18:57:00,12:29:00,0.0,1.53,9
1992,2023-09-21,Vacation,Snowy,18:10:00,20:10:00,2.01,0.58,3
1992,2023-09-29,Vacation,Sunny,13:59:00,15:13:00,1.24,1.02,10
1992,2023-10-05,Personal,Snowy,21:20:00,00:32:00,0.0,1.0,6
2000,2023-07-27,Sick,Snowy,02:55:00,22:15:00,19.33,1.28,1
2000,2023-08-18,Unpaid,Rainy,11:23:00,00:15:00,0.0,0.28,3
2000,2023-09-22,Unpaid,Sunny,01:34:00,01:51:00,0.28,1.02,7
2001,2023-01-11,Vacation,Sunny,11:59:00,18:28:00,6.48,0.59,6
2001,2023-01-23,Vacation,Rainy,10:05:00,08:00:00,0.0,1.14,9
2001,2023-01-26,Sick,Rainy,16:39:00,21:13:00,4.57,0.62,4
2001,2023-01-30,Vacation,Snowy,03:12:00,22:15:00,19.05,1.24,5
2001,2023-02-16,Sick,Cloudy,12:40:00,12:14:00,0.0,0.28,1
2001,2023-03-03,Sick,Rainy,01:10:00,06:34:00,5.39,1.32,2
2001,2023-03-03,Personal,Sunny,23:02:00,20:15:00,0.0,0.52,9
2001,2023-03-11,Sick,Sunny,18:36:00,16:20:00,0.0,0.65,2
2001,2023-04-15,Unpaid,Cloudy,21:11:00,21:55:00,0.74,1.87,2
2001,2023-04-16,Unpaid,Sunny,10:16:00,01:37:00,0.0,1.54,2
2001,2023-06-07,Personal,Cloudy,15:05:00,07:16:00,0.0,1.82,2
2001,2023-06-10,Sick,Sunny,15:52:00,05:14:00,0.0,1.54,5
2001,2023-06-16,Personal,Rainy,17:35:00,07:11:00,0.0,1.73,4
2887,2023-02-07,Unpaid,Cloudy,17:58:00,04:35:00,0.0,0.62,4
2887,2023-04-06,Sick,Sunny,08:37:00,11:36:00,2.98,1.89,5
2887,2023-05-03,Vacation,Sunny,02:22:00,02:49:00,0.44,0.97,9
2887,2023-05-05,Sick,Rainy,15:24:00,18:53:00,3.49,1.31,8
2887,2023-06-01,Sick,Snowy,11:52:00,01:15:00,0.0,0.04,9
2887,2023-06-01,Unpaid,Rainy,14:47:00,03:03:00,0.0,1.68,9
2887,2023-06-07,Personal,Cloudy,19:13:00,14:57:00,0.0,0.24,1
2887,2023-06-28,Personal,Sunny,12:03:00,05:15:00,0.0,1.77,6
2887,2023-07-20,Vacation,Cloudy,19:08:00,05:53:00,0.0,1.91,6
2887,2023-07-24,Sick,Sunny,14:07:00,03:58:00,0.0,1.62,10
2887,2023-08-10,Unpaid,Snowy,11:57:00,15:54:00,3.95,1.49,4
2887,2023-08-15,Unpaid,Sunny,20:31:00,05:51:00,0.0,1.18,8
2887,2023-08-17,Sick,Sunny,16:04:00,05:01:00,0.0,0.11,7
2887,2023-09-01,Sick,Snowy,13:50:00,12:37:00,0.0,1.79,10
2887,2023-09-08,Personal,Cloudy,01:36:00,10:32:00,8.92,1.75,9
2887,2023-09-28,Sick,Sunny,15:22:00,21:58:00,6.6,0.33,9
2887,2023-10-12,Personal,Cloudy,06:28:00,18:21:00,11.88,1.02,6
2887,2023-10-13,Sick,Cloudy,20:47:00,17:59:00,0.0,1.91,4
2887,2023-10-20,Vacation,Sunny,18:59:00,21:08:00,2.14,1.27,3
2887,2023-10-31,Personal,Rainy,09:08:00,01:24:00,0.0,0.32,4
2887,2023-11-28,Sick,Cloudy,11:02:00,03:13:00,0.0,1.76,3
2887,2023-12-01,Vacation,Snowy,21:47:00,17:27:00,0.0,1.36,7
2887,2023-12-01,Unpaid,Snowy,13:00:00,04:40:00,0.0,0.02,9
2887,2023-12-31,Vacation,Rainy,09:15:00,12:47:00,3.54,0.57,7
2888,2023-01-20,Unpaid,Snowy,07:43:00,15:24:00,7.68,1.1,8
2888,2023-03-03,Personal,Snowy,10:09:00,01:29:00,0.0,0.54,8
2888,2023-03-10,Sick,Sunny,16:57:00,19:59:00,3.04,0.83,3
2888,2023-03-16,Personal,Sunny,20:14:00,23:20:00,3.1,0.34,3
2888,2023-05-08,Personal,Snowy,07:08:00,14:47:00,7.66,0.2,7
2888,2023-05-08,Vacation,Snowy,08:52:00,16:16:00,7.39,0.93,1
2888,2023-05-31,Sick,Sunny,19:57:00,08:55:00,0.0,0.48,7
2888,2023-06-13,Unpaid,Snowy,20:00:00,11:48:00,0.0,0.48,5
2888,2023-06-15,Vacation,Snowy,07:31:00,04:00:00,0.0,0.74,2
2888,2023-06-26,Sick,Cloudy,22:35:00,23:12:00,0.61,1.66,8
2888,2023-07-20,Personal,Cloudy,04:13:00,07:01:00,2.8,0.55,7
2888,2023-07-25,Vacation,Sunny,19:08:00,01:47:00,0.0,1.78,8
2888,2023-07-30,Personal,Cloudy,11:05:00,15:10:00,4.08,1.01,3
2888,2023-08-16,Unpaid,Snowy,18:27:00,08:39:00,0.0,0.72,6
2888,2023-09-17,Personal,Snowy,02:09:00,11:50:00,9.69,1.1,8
2888,2023-09-28,Sick,Rainy,19:48:00,13:32:00,0.0,1.01,5
2888,2023-11-21,Unpaid,Rainy,01:29:00,02:44:00,1.26,0.11,9
2888,2023-11-26,Sick,Cloudy,18:52:00,07:33:00,0.0,1.75,9
2888,2023-12-08,Personal,Sunny,15:14:00,02:40:00,0.0,1.07,6
2888,2023-12-27,Personal,Snowy,14:37:00,10:25:00,0.0,0.82,9
2889,2023-02-14,Personal,Sunny,05:44:00,12:42:00,6.98,1.18,9
2889,2023-03-11,Vacation,Snowy,07:23:00,17:45:00,10.37,1.29,4
2889,2023-04-06,Sick,Rainy,00:25:00,00:30:00,0.1,0.16,10
2889,2023-04-20,Sick,Rainy,10:42:00,11:27:00,0.75,1.32,9
2889,2023-06-02,Vacation,Cloudy,13:23:00,12:00:00,0.0,1.59,7
2889,2023-06-24,Sick,Rainy,17:48:00,18:32:00,0.74,0.67,9
2889,2023-07-02,Unpaid,Cloudy,22:25:00,11:10:00,0.0,0.37,10
2889,2023-07-20,Unpaid,Snowy,02:59:00,16:39:00,13.66,1.1,7
2889,2023-07-24,Sick,Rainy,16:52:00,14:31:00,0.0,1.18,8
2889,2023-09-17,Personal,Cloudy,20:41:00,02:24:00,0.0,1.94,7
2880,2023-04-04,Sick,Sunny,18:14:00,23:39:00,5.43,1.06,3
2880,2023-04-05,Unpaid,Rainy,12:06:00,20:20:00,8.23,0.21,9
2880,2023-04-18,Vacation,Rainy,10:08:00,20:47:00,10.67,0.48,8
2880,2023-04-29,Vacation,Rainy,01:34:00,02:05:00,0.5,1.33,3
2880,2023-06-04,Sick,Snowy,18:55:00,23:27:00,4.55,0.5,9
2880,2023-06-22,Unpaid,Cloudy,11:41:00,22:52:00,11.18,0.8,8
2880,2023-07-10,Sick,Rainy,20:42:00,18:11:00,0.0,0.8,3
2880,2023-07-16,Unpaid,Sunny,09:31:00,06:24:00,0.0,0.45,2
2880,2023-07-21,Vacation,Snowy,14:22:00,19:44:00,5.37,1.23,1
2880,2023-07-25,Vacation,Sunny,01:06:00,03:31:00,2.41,0.13,6
2880,2023-08-10,Vacation,Cloudy,11:30:00,05:10:00,0.0,0.16,3
2880,2023-08-22,Personal,Cloudy,05:32:00,02:26:00,0.0,1.44,4
2880,2023-09-18,Vacation,Rainy,05:46:00,23:17:00,17.52,1.31,1
2880,2023-10-12,Personal,Rainy,17:30:00,11:17:00,0.0,0.01,5
2880,2023-10-30,Vacation,Snowy,02:15:00,11:34:00,9.31,0.16,8
2880,2023-11-16,Sick,Rainy,20:36:00,03:45:00,0.0,1.9,4
2880,2023-12-09,Sick,Cloudy,17:08:00,14:25:00,0.0,0.63,1
2880,2023-12-18,Personal,Cloudy,03:21:00,17:40:00,14.32,0.16,4
2881,2023-01-06,Unpaid,Rainy,12:12:00,05:20:00,0.0,1.51,8
2881,2023-01-24,Sick,Sunny,13:35:00,07:22:00,0.0,0.19,4
2881,2023-02-02,Sick,Snowy,07:07:00,22:28:00,15.35,1.64,7
2881,2023-02-22,Vacation,Rainy,12:28:00,02:40:00,0.0,0.86,2
2881,2023-03-11,Personal,Sunny,21:58:00,00:07:00,0.0,1.31,2
2881,2023-03-21,Unpaid,Snowy,14:11:00,23:40:00,9.47,1.55,6
2881,2023-04-09,Sick,Rainy,01:36:00,03:18:00,1.69,1.07,8
2881,2023-04-28,Personal,Rainy,04:00:00,05:38:00,1.64,1.29,3
2881,2023-05-02,Unpaid,Rainy,19:14:00,13:39:00,0.0,0.41,2
2881,2023-05-10,Sick,Cloudy,19:30:00,00:32:00,0.0,1.65,4
2881,2023-05-28,Vacation,Snowy,19:32:00,08:42:00,0.0,1.97,2
2881,2023-06-11,Vacation,Cloudy,22:44:00,10:23:00,0.0,0.61,1
2881,2023-06-14,Sick,Cloudy,20:55:00,17:31:00,0.0,0.28,2
2881,2023-06-24,Personal,Cloudy,20:10:00,21:33:00,1.38,0.09,1
2881,2023-07-10,Sick,Sunny,12:06:00,11:10:00,0.0,1.12,2
2881,2023-07-21,Personal,Snowy,21:25:00,13:41:00,0.0,0.89,5
2881,2023-07-27,Personal,Cloudy,10:56:00,00:04:00,0.0,1.96,4
2881,2023-08-23,Personal,Cloudy,10:45:00,20:26:00,9.69,1.0,5
2881,2023-08-27,Personal,Sunny,19:44:00,22:49:00,3.08,0.61,9
2881,2023-08-29,Sick,Cloudy,18:03:00,19:34:00,1.5,0.55,8
2881,2023-09-13,Vacation,Rainy,00:27:00,18:35:00,18.12,1.97,9
2881,2023-10-11,Personal,Cloudy,17:48:00,20:10:00,2.38,1.8,4
2881,2023-11-16,Sick,Cloudy,13:02:00,17:59:00,4.95,1.92,9
2881,2023-11-18,Unpaid,Cloudy,10:15:00,04:53:00,0.0,0.83,1
2881,2023-11-21,Vacation,Cloudy,18:39:00,10:27:00,0.0,0.84,10
2881,2023-12-03,Vacation,Cloudy,23:31:00,21:38:00,0.0,1.38,5
2881,2023-12-20,Unpaid,Sunny,08:17:00,10:08:00,1.85,1.87,6
2882,2023-01-04,Vacation,Snowy,18:02:00,07:29:00,0.0,1.69,4
2882,2023-02-15,Personal,Snowy,11:29:00,14:20:00,2.85,0.78,2
2882,2023-05-03,Sick,Cloudy,09:02:00,08:14:00,0.0,1.5,5
2882,2023-05-29,Unpaid,Rainy,01:11:00,00:46:00,0.0,1.5,1
2882,2023-06-07,Personal,Sunny,11:58:00,16:18:00,4.33,1.53,1
2882,2023-06-20,Vacation,Sunny,08:29:00,08:57:00,0.47,0.21,4
2882,2023-06-21,Unpaid,Cloudy,01:03:00,12:26:00,11.39,1.95,2
2882,2023-06-25,Personal,Cloudy,03:44:00,01:29:00,0.0,0.01,3
2817,2023-06-29,Unpaid,Rainy,23:20:00,17:05:00,0.0,0.02,7
1046,2023-04-04,Unpaid,Cloudy,18:39:00,18:33:00,0.0,1.84,5
1046,2023-05-05,Unpaid,Sunny,15:10:00,14:34:00,0.0,1.44,8
1046,2023-05-08,Personal,Cloudy,22:40:00,09:22:00,0.0,1.57,9
1046,2023-06-14,Vacation,Rainy,03:18:00,17:40:00,14.36,0.82,8
1046,2023-08-23,Vacation,Rainy,14:41:00,08:33:00,0.0,1.12,3
1046,2023-09-04,Vacation,Cloudy,12:58:00,18:40:00,5.69,0.43,10
1046,2023-09-08,Personal,Snowy,05:40:00,20:41:00,15.01,1.9,7
1046,2023-11-12,Sick,Cloudy,02:40:00,22:39:00,19.98,0.61,10
1046,2023-11-13,Vacation,Sunny,21:21:00,16:01:00,0.0,1.56,9
1046,2023-11-18,Vacation,Rainy,14:16:00,08:46:00,0.0,0.59,6
1046,2023-11-29,Vacation,Cloudy,17:32:00,18:53:00,1.34,0.14,10
1046,2023-12-25,Sick,Sunny,04:06:00,07:54:00,3.8,0.67,5
1047,2023-02-08,Unpaid,Rainy,17:36:00,20:24:00,2.8,1.43,2
1047,2023-02-18,Unpaid,Snowy,18:29:00,08:51:00,0.0,1.35,6
1047,2023-05-02,Unpaid,Rainy,17:20:00,13:23:00,0.0,0.07,1
1047,2023-06-21,Unpaid,Cloudy,09:45:00,05:16:00,0.0,0.21,4
1047,2023-07-10,Sick,Rainy,23:10:00,02:15:00,0.0,0.91,3
1047,2023-07-18,Personal,Snowy,02:41:00,08:22:00,5.69,1.54,7
1047,2023-08-06,Unpaid,Cloudy,16:13:00,17:42:00,1.49,0.75,2
1047,2023-09-12,Sick,Sunny,13:48:00,10:34:00,0.0,0.05,4
1047,2023-10-01,Unpaid,Cloudy,03:52:00,01:30:00,0.0,1.33,6
1047,2023-10-14,Sick,Snowy,03:23:00,15:39:00,12.25,0.72,1
1047,2023-10-29,Sick,Snowy,18:01:00,20:59:00,2.97,0.5,7
1047,2023-11-04,Unpaid,Sunny,15:31:00,04:39:00,0.0,1.16,3
1047,2023-11-21,Unpaid,Cloudy,08:57:00,18:13:00,9.26,0.87,10
1047,2023-12-09,Personal,Cloudy,15:22:00,16:07:00,0.75,0.37,6
1047,2023-12-09,Unpaid,Cloudy,09:27:00,05:39:00,0.0,0.23,7
1048,2023-03-14,Sick,Rainy,02:15:00,10:57:00,8.7,0.57,6
1048,2023-03-30,Personal,Rainy,19:54:00,16:17:00,0.0,0.17,4
1048,2023-04-28,Vacation,Sunny,09:53:00,11:29:00,1.6,1.58,2
1048,2023-05-19,Vacation,Cloudy,17:26:00,18:44:00,1.3,1.39,7
1048,2023-07-06,Sick,Sunny,10:42:00,11:51:00,1.16,0.44,10
1048,2023-07-13,Unpaid,Snowy,15:10:00,12:18:00,0.0,1.77,4
1048,2023-07-23,Sick,Sunny,06:31:00,00:49:00,0.0,1.78,2
1048,2023-07-30,Unpaid,Cloudy,17:42:00,00:10:00,0.0,1.56,3
1048,2023-08-19,Unpaid,Snowy,14:19:00,19:19:00,5.0,0.31,1
1048,2023-08-23,Vacation,Rainy,22:09:00,21:30:00,0.0,1.45,10
1048,2023-09-08,Vacation,Snowy,17:25:00,06:33:00,0.0,1.69,1
1048,2023-09-19,Personal,Sunny,04:43:00,08:31:00,3.8,0.99,7
1048,2023-11-10,Vacation,Snowy,08:57:00,16:55:00,7.98,0.73,10
1048,2023-11-11,Sick,Snowy,19:27:00,04:36:00,0.0,1.83,1
1048,2023-11-19,Vacation,Cloudy,13:23:00,00:32:00,0.0,0.16,8
1048,2023-12-16,Vacation,Sunny,10:29:00,22:02:00,11.56,1.25,5
1049,2023-01-31,Vacation,Snowy,01:04:00,04:57:00,3.89,0.23,6
1049,2023-02-02,Vacation,Snowy,21:55:00,06:50:00,0.0,0.95,2
1049,2023-02-22,Personal,Rainy,01:38:00,00:32:00,0.0,1.19,7
1049,2023-02-28,Vacation,Sunny,04:15:00,06:12:00,1.96,0.27,9
1049,2023-03-01,Unpaid,Rainy,15:29:00,04:06:00,0.0,1.92,3
1049,2023-03-16,Vacation,Sunny,06:50:00,03:20:00,0.0,0.43,1
1049,2023-03-30,Unpaid,Snowy,17:48:00,14:25:00,0.0,0.06,9
1049,2023-05-06,Personal,Cloudy,17:12:00,02:52:00,0.0,1.12,3
1049,2023-05-25,Vacation,Rainy,05:34:00,01:05:00,0.0,1.79,10
1049,2023-06-10,Vacation,Snowy,11:48:00,00:22:00,0.0,1.23,3
1049,2023-06-21,Vacation,Sunny,22:09:00,03:20:00,0.0,0.69,5
1049,2023-06-21,Unpaid,Sunny,11:25:00,21:05:00,9.65,1.86,10
1049,2023-07-01,Sick,Cloudy,09:36:00,14:55:00,5.32,1.75,5
1049,2023-07-02,Personal,Cloudy,02:26:00,00:25:00,0.0,0.9,6
1049,2023-08-15,Unpaid,Snowy,18:34:00,09:45:00,0.0,1.82,10
1049,2023-09-18,Personal,Rainy,22:50:00,11:11:00,0.0,0.77,10
1049,2023-11-02,Vacation,Sunny,11:56:00,07:16:00,0.0,1.1,4
1049,2023-11-19,Unpaid,Sunny,03:00:00,20:36:00,17.61,1.48,9
1049,2023-11-28,Personal,Rainy,03:39:00,03:12:00,0.0,0.58,9
1049,2023-12-27,Sick,Rainy,18:42:00,20:34:00,1.87,1.99,2
1050,2023-01-02,Personal,Cloudy,04:06:00,14:38:00,10.52,0.43,7
1050,2023-01-21,Unpaid,Sunny,02:06:00,13:47:00,11.68,1.65,6
1050,2023-02-07,Vacation,Snowy,08:36:00,16:02:00,7.43,0.06,10
1050,2023-02-23,Unpaid,Rainy,05:00:00,23:25:00,18.41,1.15,10
1050,2023-03-13,Unpaid,Rainy,21:54:00,18:36:00,0.0,1.16,1
1050,2023-04-11,Sick,Cloudy,02:07:00,14:37:00,12.51,1.09,8
1050,2023-04-17,Personal,Snowy,04:19:00,13:01:00,8.71,1.63,1
1050,2023-05-10,Sick,Snowy,06:55:00,13:26:00,6.52,1.83,9
1050,2023-06-15,Vacation,Rainy,03:27:00,19:56:00,16.48,0.78,2
1050,2023-07-06,Vacation,Snowy,12:21:00,06:02:00,0.0,1.22,3
1050,2023-07-20,Vacation,Rainy,03:25:00,04:09:00,0.74,0.44,2
1050,2023-07-27,Unpaid,Cloudy,13:13:00,21:52:00,8.66,0.38,5
1050,2023-07-30,Personal,Rainy,06:46:00,15:26:00,8.66,1.73,5
1050,2023-08-17,Sick,Snowy,23:38:00,17:26:00,0.0,0.53,2
1050,2023-09-29,Unpaid,Snowy,01:41:00,02:24:00,0.73,0.56,8
1050,2023-10-15,Personal,Sunny,00:53:00,06:31:00,5.63,1.36,8
1050,2023-11-01,Vacation,Sunny,06:21:00,18:13:00,11.86,0.26,2
1050,2023-11-19,Personal,Cloudy,16:47:00,19:27:00,2.67,0.41,2
1050,2023-11-28,Personal,Snowy,15:27:00,16:32:00,1.09,0.45,9
1050,2023-12-24,Personal,Snowy,19:58:00,17:20:00,0.0,1.15,2
1051,2023-01-19,Unpaid,Sunny,23:26:00,18:25:00,0.0,1.06,1
1051,2023-01-30,Vacation,Cloudy,23:31:00,09:15:00,0.0,0.28,10
1051,2023-03-01,Unpaid,Snowy,04:42:00,13:08:00,8.42,1.92,4
1051,2023-03-30,Vacation,Sunny,03:17:00,03:23:00,0.09,0.81,8
1051,2023-04-04,Vacation,Snowy,02:52:00,22:13:00,19.35,0.11,1
1051,2023-04-26,Personal,Rainy,16:17:00,14:43:00,0.0,0.96,8
1051,2023-05-11,Personal,Snowy,19:36:00,06:45:00,0.0,0.85,2
1051,2023-06-11,Sick,Cloudy,13:26:00,23:57:00,10.52,0.86,5
1051,2023-06-29,Personal,Cloudy,14:18:00,20:26:00,6.14,0.4,6
1051,2023-07-23,Personal,Cloudy,23:36:00,02:32:00,0.0,1.77,7
1051,2023-08-09,Sick,Sunny,09:24:00,06:44:00,0.0,1.0,10
1051,2023-08-17,Vacation,Snowy,02:36:00,07:29:00,4.88,0.91,5
1051,2023-08-17,Unpaid,Snowy,18:34:00,15:18:00,0.0,0.66,2
1051,2023-09-03,Unpaid,Rainy,15:13:00,09:49:00,0.0,0.21,3
1051,2023-09-15,Sick,Snowy,15:00:00,17:36:00,2.61,0.8,8
1051,2023-09-18,Unpaid,Snowy,12:30:00,22:38:00,10.14,0.02,8
1051,2023-10-10,Vacation,Rainy,22:30:00,04:06:00,0.0,1.93,2
1051,2023-11-08,Vacation,Cloudy,13:31:00,20:22:00,6.84,1.91,9
1051,2023-12-04,Unpaid,Rainy,06:05:00,09:08:00,3.06,0.26,10
1051,2023-12-21,Sick,Cloudy,08:16:00,16:25:00,8.16,0.55,9
1051,2023-12-31,Unpaid,Cloudy,14:49:00,10:58:00,0.0,0.79,1
1052,2023-01-06,Vacation,Snowy,01:36:00,17:53:00,16.28,0.07,2
1052,2023-01-21,Unpaid,Snowy,06:34:00,00:47:00,0.0,1.99,4
1052,2023-03-17,Unpaid,Rainy,00:28:00,18:10:00,17.68,1.16,10
1972,2023-07-25,Personal,Snowy,09:43:00,20:55:00,11.2,0.53,9
1972,2023-08-09,Personal,Snowy,06:49:00,02:35:00,0.0,0.35,4
1972,2023-08-28,Personal,Cloudy,07:23:00,14:21:00,6.97,1.42,9
1972,2023-11-10,Unpaid,Snowy,13:13:00,07:39:00,0.0,1.29,10
1972,2023-11-14,Unpaid,Rainy,16:53:00,20:24:00,3.52,1.98,8
1972,2023-11-16,Sick,Rainy,02:53:00,20:36:00,17.71,1.55,4
1972,2023-11-25,Personal,Sunny,20:13:00,19:44:00,0.0,0.16,1
1972,2023-11-25,Unpaid,Cloudy,22:15:00,15:26:00,0.0,1.83,10
1972,2023-11-30,Unpaid,Sunny,12:26:00,18:37:00,6.18,0.55,5
